"","Meter_location","Error_likelihood","Meter_age","Likelihood_OT_payment","Est_lost_revenue"
"18164",198339,"Unlikely","TBD","TBD",135.198186536737
"18165",200497,"Likely","TBD","TBD",124.364853203403
"18166",200916,"Somewhat likely","TBD","TBD",107.698186536737
"18167",200942,"Likely","TBD","TBD",131.864853203403
"18168",202698,"Somewhat likely","TBD","TBD",52.6981865367368
"18169",203229,"Somewhat likely","TBD","TBD",112.698186536737
"18170",204810,"Likely","TBD","TBD",110.198186536737
"18171",204846,"Unclear","TBD","TBD",135.198186536737
"18172",205151,"Likely","TBD","TBD",100.198186536737
"18173",205661,"Somewhat likely","TBD","TBD",131.03151987007
"18174",206103,"Somewhat likely","TBD","TBD",106.03151987007
"18175",206778,"Unclear","TBD","TBD",133.53151987007
"18176",207207,"Somewhat likely","TBD","TBD",137.698186536737
"18177",209163,"Unclear","TBD","TBD",121.864853203403
"18178",211347,"Unlikely","TBD","TBD",97.6981865367368
"18179",212197,"Somewhat likely","TBD","TBD",130.198186536737
"18180",215192,"Likely","TBD","TBD",54.3648532034034
"18181",221492,"Unclear","TBD","TBD",141.864853203403
"18182",266895,"Somewhat likely","TBD","TBD",130.198186536737
"18183",274559,"Unlikely","TBD","TBD",142.698186536737
"18184",275388,"Unclear","TBD","TBD",137.698186536737
"18185",276223,"Unlikely","TBD","TBD",132.698186536737
"18186",276402,"Unclear","TBD","TBD",139.364853203403
"18187",276875,"Likely","TBD","TBD",126.864853203403
"18188",276876,"Very likely","TBD","TBD",130.198186536737
"18189",276968,"Unlikely","TBD","TBD",74.3648532034034
"18190",277063,"Unclear","TBD","TBD",141.03151987007
"18191",277318,"Somewhat likely","TBD","TBD",113.53151987007
"18192",277386,"Somewhat likely","TBD","TBD",127.698186536737
"18193",277403,"Somewhat likely","TBD","TBD",130.198186536737
"18194",277418,"Likely","TBD","TBD",74.3648532034034
"18195",278205,"Unlikely","TBD","TBD",137.698186536737
"18196",279115,"Unclear","TBD","TBD",142.698186536737
"18197",279593,"Likely","TBD","TBD",0
"18198",282100,"Unlikely","TBD","TBD",142.698186536737
"18199",282101,"Unlikely","TBD","TBD",142.698186536737
"18200",282102,"Unlikely","TBD","TBD",142.698186536737
"18201",282379,"Somewhat likely","TBD","TBD",118.53151987007
"18202",283667,"Somewhat likely","TBD","TBD",135.198186536737
"18203",284214,"Unclear","TBD","TBD",134.364853203403
"18204",284263,"Unlikely","TBD","TBD",140.198186536737
"18205",285420,"Unclear","TBD","TBD",137.698186536737
"18206",308196,"Somewhat likely","TBD","TBD",109.364853203403
"18207",309403,"Somewhat likely","TBD","TBD",133.53151987007
"18208",309408,"Somewhat likely","TBD","TBD",109.364853203403
"18209",202504,"Unlikely","TBD","TBD",142.698186536737
"18210",209028,"Unlikely","TBD","TBD",142.698186536737
"18211",215930,"Unlikely","TBD","TBD",142.698186536737
"18212",212426,"Unlikely","TBD","TBD",142.698186536737
"18213",206739,"Unlikely","TBD","TBD",142.698186536737
"18214",279536,"Unlikely","TBD","TBD",142.698186536737
"18215",203449,"Unlikely","TBD","TBD",142.698186536737
"18216",210868,"Unlikely","TBD","TBD",142.698186536737
"18217",213282,"Unlikely","TBD","TBD",142.698186536737
"18218",203124,"Unlikely","TBD","TBD",142.698186536737
"18219",215168,"Unlikely","TBD","TBD",142.698186536737
"18220",204284,"Unlikely","TBD","TBD",142.698186536737
"18221",203586,"Unlikely","TBD","TBD",142.698186536737
"18222",209501,"Unlikely","TBD","TBD",142.698186536737
"18223",202015,"Unlikely","TBD","TBD",142.698186536737
"18224",220144,"Unlikely","TBD","TBD",142.698186536737
"18225",201462,"Unlikely","TBD","TBD",142.698186536737
"18226",209182,"Unlikely","TBD","TBD",142.698186536737
"18227",203242,"Unlikely","TBD","TBD",142.698186536737
"18228",201671,"Unlikely","TBD","TBD",142.698186536737
"18229",215782,"Unlikely","TBD","TBD",142.698186536737
"18230",207300,"Unlikely","TBD","TBD",142.698186536737
"18231",119563,"Unlikely","TBD","TBD",142.698186536737
"18232",204437,"Unlikely","TBD","TBD",142.698186536737
"18233",164878,"Unlikely","TBD","TBD",142.698186536737
"18234",274551,"Unlikely","TBD","TBD",142.698186536737
"18235",217251,"Unlikely","TBD","TBD",142.698186536737
"18236",202482,"Unlikely","TBD","TBD",142.698186536737
"18237",216900,"Unlikely","TBD","TBD",142.698186536737
"18238",202736,"Unlikely","TBD","TBD",142.698186536737
"18239",201883,"Unlikely","TBD","TBD",142.698186536737
"18240",214691,"Unlikely","TBD","TBD",142.698186536737
"18241",210105,"Unlikely","TBD","TBD",142.698186536737
"18242",201359,"Unlikely","TBD","TBD",142.698186536737
"18243",216436,"Unlikely","TBD","TBD",142.698186536737
"18244",205888,"Unlikely","TBD","TBD",142.698186536737
"18245",209476,"Unlikely","TBD","TBD",142.698186536737
"18246",205013,"Unlikely","TBD","TBD",142.698186536737
"18247",215178,"Unlikely","TBD","TBD",142.698186536737
"18248",210607,"Unlikely","TBD","TBD",142.698186536737
"18249",213681,"Unlikely","TBD","TBD",142.698186536737
"18250",200976,"Unlikely","TBD","TBD",142.698186536737
"18251",214745,"Unlikely","TBD","TBD",142.698186536737
"18252",212100,"Unlikely","TBD","TBD",142.698186536737
"18253",102266,"Unlikely","TBD","TBD",142.698186536737
"18254",207126,"Unlikely","TBD","TBD",142.698186536737
"18255",198191,"Unlikely","TBD","TBD",142.698186536737
"18256",212099,"Unlikely","TBD","TBD",142.698186536737
"18257",204760,"Unlikely","TBD","TBD",142.698186536737
"18258",205590,"Unlikely","TBD","TBD",142.698186536737
"18259",202238,"Unlikely","TBD","TBD",142.698186536737
"18260",203815,"Unlikely","TBD","TBD",142.698186536737
"18261",102405,"Unlikely","TBD","TBD",142.698186536737
"18262",203797,"Unlikely","TBD","TBD",142.698186536737
"18263",211633,"Unlikely","TBD","TBD",142.698186536737
"18264",208168,"Unlikely","TBD","TBD",142.698186536737
"18265",203497,"Unlikely","TBD","TBD",142.698186536737
"18266",210318,"Unlikely","TBD","TBD",142.698186536737
"18267",215785,"Unlikely","TBD","TBD",142.698186536737
"18268",201278,"Unlikely","TBD","TBD",142.698186536737
"18269",213017,"Unlikely","TBD","TBD",142.698186536737
"18270",202106,"Unlikely","TBD","TBD",142.698186536737
"18271",207106,"Unlikely","TBD","TBD",142.698186536737
"18272",213725,"Unlikely","TBD","TBD",142.698186536737
"18273",202478,"Unlikely","TBD","TBD",142.698186536737
"18274",210523,"Unlikely","TBD","TBD",142.698186536737
"18275",215478,"Unlikely","TBD","TBD",142.698186536737
"18276",202609,"Unlikely","TBD","TBD",142.698186536737
"18277",276187,"Unlikely","TBD","TBD",142.698186536737
"18278",203239,"Unlikely","TBD","TBD",142.698186536737
"18279",203583,"Unlikely","TBD","TBD",142.698186536737
"18280",209648,"Unlikely","TBD","TBD",142.698186536737
"18281",218506,"Unlikely","TBD","TBD",142.698186536737
"18282",206868,"Unlikely","TBD","TBD",142.698186536737
"18283",207532,"Unlikely","TBD","TBD",142.698186536737
"18284",208659,"Unlikely","TBD","TBD",142.698186536737
"18285",202599,"Unlikely","TBD","TBD",142.698186536737
"18286",209762,"Unlikely","TBD","TBD",142.698186536737
"18287",213014,"Unlikely","TBD","TBD",142.698186536737
"18288",201461,"Unlikely","TBD","TBD",142.698186536737
"18289",212757,"Unlikely","TBD","TBD",142.698186536737
"18290",211634,"Unlikely","TBD","TBD",142.698186536737
"18291",220555,"Unlikely","TBD","TBD",142.698186536737
"18292",212295,"Unlikely","TBD","TBD",142.698186536737
"18293",214476,"Unlikely","TBD","TBD",142.698186536737
"18294",214379,"Unlikely","TBD","TBD",142.698186536737
"18295",201796,"Unlikely","TBD","TBD",142.698186536737
"18296",204435,"Unlikely","TBD","TBD",142.698186536737
"18297",211647,"Unlikely","TBD","TBD",142.698186536737
"18298",207531,"Unlikely","TBD","TBD",142.698186536737
"18299",203114,"Unlikely","TBD","TBD",142.698186536737
"18300",205012,"Unlikely","TBD","TBD",142.698186536737
"18301",211303,"Unlikely","TBD","TBD",142.698186536737
"18302",210945,"Unlikely","TBD","TBD",142.698186536737
"18303",206869,"Unlikely","TBD","TBD",142.698186536737
"18304",216269,"Unlikely","TBD","TBD",142.698186536737
"18305",202469,"Unlikely","TBD","TBD",142.698186536737
"18306",203934,"Unlikely","TBD","TBD",142.698186536737
"18307",215467,"Unlikely","TBD","TBD",142.698186536737
"18308",209700,"Unlikely","TBD","TBD",142.698186536737
"18309",120702,"Somewhat likely","TBD","TBD",0
"18310",124890,"Very likely","TBD","TBD",129.364853203403
"18311",124949,"Unclear","TBD","TBD",129.364853203403
"18312",125187,"Somewhat likely","TBD","TBD",133.53151987007
"18313",125655,"Unclear","TBD","TBD",131.03151987007
"18314",142310,"Somewhat likely","TBD","TBD",137.698186536737
"18315",152659,"Somewhat likely","TBD","TBD",0
"18316",163691,"Unclear","TBD","TBD",136.03151987007
"18317",164771,"Unclear","TBD","TBD",134.364853203403
"18318",166499,"Unlikely","TBD","TBD",140.198186536737
"18319",177851,"Unlikely","TBD","TBD",142.698186536737
"18320",177875,"Unlikely","TBD","TBD",137.698186536737
"18321",177993,"Somewhat likely","TBD","TBD",141.03151987007
"18322",181225,"Somewhat likely","TBD","TBD",126.03151987007
"18323",181807,"Somewhat likely","TBD","TBD",103.53151987007
"18324",181837,"Unlikely","TBD","TBD",142.698186536737
"18325",183399,"Unclear","TBD","TBD",129.364853203403
"18326",183523,"Somewhat likely","TBD","TBD",129.364853203403
"18327",185985,"Somewhat likely","TBD","TBD",139.364853203403
"18328",187332,"Likely","TBD","TBD",0
"18329",187859,"Unlikely","TBD","TBD",142.698186536737
"18330",188888,"Unlikely","TBD","TBD",142.698186536737
"18331",190364,"Unlikely","TBD","TBD",137.698186536737
"18332",190825,"Unclear","TBD","TBD",138.53151987007
"18333",190855,"Unclear","TBD","TBD",141.864853203403
"18334",191571,"Somewhat likely","TBD","TBD",124.364853203403
"18335",192935,"Likely","TBD","TBD",0
"18336",196428,"Unlikely","TBD","TBD",142.698186536737
"18337",210230,"Likely","TBD","TBD",115.198186536737
"18338",214779,"Somewhat likely","TBD","TBD",136.03151987007
"18339",217875,"Somewhat likely","TBD","TBD",131.864853203403
"18340",218426,"Unlikely","TBD","TBD",142.698186536737
"18341",220631,"Unlikely","TBD","TBD",142.698186536737
"18342",221343,"Very likely","TBD","TBD",132.698186536737
"18343",221489,"Unlikely","TBD","TBD",142.698186536737
"18344",223923,"Very likely","TBD","TBD",130.198186536737
"18345",225623,"Unlikely","TBD","TBD",142.698186536737
"18346",226136,"Unlikely","TBD","TBD",142.698186536737
"18347",226460,"Unlikely","TBD","TBD",141.864853203403
"18348",227730,"Unlikely","TBD","TBD",142.698186536737
"18349",228316,"Unclear","TBD","TBD",138.53151987007
"18350",230616,"Unclear","TBD","TBD",141.864853203403
"18351",230646,"Likely","TBD","TBD",110.198186536737
"18352",230843,"Likely","TBD","TBD",39.3648532034034
"18353",231116,"Unclear","TBD","TBD",136.03151987007
"18354",233340,"Somewhat likely","TBD","TBD",125.198186536737
"18355",233713,"Somewhat likely","TBD","TBD",111.03151987007
"18356",235606,"Unlikely","TBD","TBD",126.03151987007
"18357",235752,"Likely","TBD","TBD",92.6981865367368
"18358",236710,"Unlikely","TBD","TBD",128.53151987007
"18359",237132,"Unlikely","TBD","TBD",142.698186536737
"18360",239818,"Somewhat likely","TBD","TBD",0
"18361",241119,"Unlikely","TBD","TBD",142.698186536737
"18362",241243,"Unlikely","TBD","TBD",141.864853203403
"18363",241243,"Somewhat likely","TBD","TBD",0
"18364",241245,"Somewhat likely","TBD","TBD",109.364853203403
"18365",241245,"Unlikely","TBD","TBD",142.698186536737
"18366",241739,"Likely","TBD","TBD",118.53151987007
"18367",244240,"Unlikely","TBD","TBD",141.864853203403
"18368",248483,"Likely","TBD","TBD",75.1981865367368
"18369",248706,"Somewhat likely","TBD","TBD",81.0315198700701
"18370",249961,"Unlikely","TBD","TBD",138.53151987007
"18371",249970,"Unlikely","TBD","TBD",132.698186536737
"18372",256663,"Likely","TBD","TBD",106.864853203403
"18373",267097,"Unclear","TBD","TBD",129.364853203403
"18374",268088,"Unclear","TBD","TBD",139.364853203403
"18375",268299,"Unclear","TBD","TBD",123.53151987007
"18376",269802,"Unlikely","TBD","TBD",139.364853203403
"18377",271877,"Likely","TBD","TBD",106.03151987007
"18378",272323,"Likely","TBD","TBD",0
"18379",274092,"Unclear","TBD","TBD",141.864853203403
"18380",274610,"Unlikely","TBD","TBD",142.698186536737
"18381",275438,"Likely","TBD","TBD",0
"18382",275512,"Somewhat likely","TBD","TBD",0
"18383",276967,"Somewhat likely","TBD","TBD",137.698186536737
"18384",280320,"Somewhat likely","TBD","TBD",1.0315198700701
"18385",282098,"Unlikely","TBD","TBD",142.698186536737
"18386",283681,"Somewhat likely","TBD","TBD",107.698186536737
"18387",284467,"Unlikely","TBD","TBD",140.198186536737
"18388",286291,"Somewhat likely","TBD","TBD",0
"18389",288016,"Unclear","TBD","TBD",136.03151987007
"18390",302826,"Unclear","TBD","TBD",133.53151987007
"18391",302976,"Unlikely","TBD","TBD",111.03151987007
"18392",303098,"Unclear","TBD","TBD",133.53151987007
"18393",303236,"Unlikely","TBD","TBD",142.698186536737
"18394",303240,"Somewhat likely","TBD","TBD",96.0315198700701
"18395",303486,"Somewhat likely","TBD","TBD",117.698186536737
"18396",303692,"Somewhat likely","TBD","TBD",108.53151987007
"18397",303934,"Unclear","TBD","TBD",141.03151987007
"18398",303979,"Unlikely","TBD","TBD",141.864853203403
"18399",304290,"Very likely","TBD","TBD",108.53151987007
"18400",304403,"Unlikely","TBD","TBD",0
"18401",304794,"Likely","TBD","TBD",0
"18402",305064,"Unclear","TBD","TBD",131.864853203403
"18403",305210,"Somewhat likely","TBD","TBD",136.864853203403
"18404",305331,"Unclear","TBD","TBD",102.698186536737
"18405",305390,"Somewhat likely","TBD","TBD",130.198186536737
"18406",306076,"Likely","TBD","TBD",119.364853203403
"18407",306119,"Somewhat likely","TBD","TBD",136.864853203403
"18408",306172,"Likely","TBD","TBD",115.198186536737
"18409",306304,"Somewhat likely","TBD","TBD",138.53151987007
"18410",306371,"Likely","TBD","TBD",21.8648532034034
"18411",306373,"Likely","TBD","TBD",37.6981865367368
"18412",306393,"Unclear","TBD","TBD",136.03151987007
"18413",306927,"Somewhat likely","TBD","TBD",127.698186536737
"18414",306967,"Likely","TBD","TBD",120.198186536737
"18415",306969,"Somewhat likely","TBD","TBD",128.53151987007
"18416",306972,"Likely","TBD","TBD",0
"18417",307048,"Somewhat likely","TBD","TBD",76.8648532034034
"18418",307060,"Unclear","TBD","TBD",140.198186536737
"18419",307253,"Likely","TBD","TBD",111.03151987007
"18420",307289,"Likely","TBD","TBD",75.1981865367368
"18421",307469,"Likely","TBD","TBD",111.03151987007
"18422",307485,"Likely","TBD","TBD",76.8648532034034
"18423",307487,"Likely","TBD","TBD",0
"18424",307493,"Likely","TBD","TBD",67.6981865367368
"18425",307511,"Likely","TBD","TBD",106.03151987007
"18426",307512,"Likely","TBD","TBD",91.0315198700701
"18427",307758,"Somewhat likely","TBD","TBD",62.6981865367368
"18428",307771,"Somewhat likely","TBD","TBD",135.198186536737
"18429",307936,"Likely","TBD","TBD",124.364853203403
"18430",307950,"Likely","TBD","TBD",0
"18431",308007,"Very likely","TBD","TBD",45.1981865367368
"18432",308031,"Somewhat likely","TBD","TBD",121.03151987007
"18433",308073,"Likely","TBD","TBD",117.698186536737
"18434",308074,"Likely","TBD","TBD",81.8648532034034
"18435",308124,"Somewhat likely","TBD","TBD",121.864853203403
"18436",308125,"Likely","TBD","TBD",97.6981865367368
"18437",308127,"Likely","TBD","TBD",123.53151987007
"18438",308189,"Likely","TBD","TBD",66.0315198700701
"18439",308191,"Likely","TBD","TBD",111.864853203403
"18440",308198,"Somewhat likely","TBD","TBD",114.364853203403
"18441",308205,"Likely","TBD","TBD",130.198186536737
"18442",308339,"Somewhat likely","TBD","TBD",108.53151987007
"18443",308348,"Somewhat likely","TBD","TBD",117.698186536737
"18444",308355,"Likely","TBD","TBD",132.698186536737
"18445",308470,"Somewhat likely","TBD","TBD",126.864853203403
"18446",308511,"Likely","TBD","TBD",120.198186536737
"18447",308522,"Somewhat likely","TBD","TBD",78.5315198700701
"18448",308536,"Somewhat likely","TBD","TBD",130.198186536737
"18449",308546,"Likely","TBD","TBD",103.53151987007
"18450",308564,"Likely","TBD","TBD",94.3648532034034
"18451",308595,"Unclear","TBD","TBD",142.698186536737
"18452",308599,"Unlikely","TBD","TBD",139.364853203403
"18453",308622,"Somewhat likely","TBD","TBD",107.698186536737
"18454",308670,"Somewhat likely","TBD","TBD",128.53151987007
"18455",308675,"Somewhat likely","TBD","TBD",85.1981865367368
"18456",308740,"Somewhat likely","TBD","TBD",108.53151987007
"18457",308748,"Somewhat likely","TBD","TBD",121.03151987007
"18458",308756,"Somewhat likely","TBD","TBD",131.03151987007
"18459",308764,"Somewhat likely","TBD","TBD",133.53151987007
"18460",308766,"Somewhat likely","TBD","TBD",130.198186536737
"18461",308774,"Somewhat likely","TBD","TBD",103.53151987007
"18462",308791,"Somewhat likely","TBD","TBD",108.53151987007
"18463",308792,"Somewhat likely","TBD","TBD",120.198186536737
"18464",308853,"Somewhat likely","TBD","TBD",114.364853203403
"18465",308863,"Somewhat likely","TBD","TBD",102.698186536737
"18466",308868,"Somewhat likely","TBD","TBD",111.03151987007
"18467",308883,"Somewhat likely","TBD","TBD",116.03151987007
"18468",308888,"Somewhat likely","TBD","TBD",101.03151987007
"18469",308889,"Somewhat likely","TBD","TBD",124.364853203403
"18470",308899,"Somewhat likely","TBD","TBD",116.03151987007
"18471",309026,"Somewhat likely","TBD","TBD",122.698186536737
"18472",309039,"Somewhat likely","TBD","TBD",116.864853203403
"18473",309067,"Somewhat likely","TBD","TBD",76.0315198700701
"18474",309088,"Unclear","TBD","TBD",138.53151987007
"18475",309089,"Somewhat likely","TBD","TBD",127.698186536737
"18476",309155,"Somewhat likely","TBD","TBD",0
"18477",309203,"Unclear","TBD","TBD",136.03151987007
"18478",309220,"Somewhat likely","TBD","TBD",116.03151987007
"18479",309235,"Likely","TBD","TBD",100.198186536737
"18480",309237,"Somewhat likely","TBD","TBD",136.03151987007
"18481",309247,"Likely","TBD","TBD",133.53151987007
"18482",309249,"Somewhat likely","TBD","TBD",125.198186536737
"18483",309251,"Somewhat likely","TBD","TBD",128.53151987007
"18484",309261,"Somewhat likely","TBD","TBD",46.8648532034034
"18485",309279,"Somewhat likely","TBD","TBD",130.198186536737
"18486",309349,"Somewhat likely","TBD","TBD",136.864853203403
"18487",309438,"Somewhat likely","TBD","TBD",134.364853203403
"18488",309508,"Somewhat likely","TBD","TBD",119.364853203403
"18489",309516,"Somewhat likely","TBD","TBD",137.698186536737
"18490",309529,"Somewhat likely","TBD","TBD",41.0315198700701
"18491",309546,"Somewhat likely","TBD","TBD",90.1981865367368
"18492",309551,"Unclear","TBD","TBD",136.864853203403
"18493",309554,"Somewhat likely","TBD","TBD",132.698186536737
"18494",309564,"Somewhat likely","TBD","TBD",123.53151987007
"18495",309565,"Somewhat likely","TBD","TBD",135.198186536737
"18496",309605,"Somewhat likely","TBD","TBD",131.03151987007
"18497",309624,"Likely","TBD","TBD",115.198186536737
"18498",309650,"Unclear","TBD","TBD",140.198186536737
"18499",309651,"Somewhat likely","TBD","TBD",126.03151987007
"18500",309662,"Somewhat likely","TBD","TBD",106.03151987007
"18501",309678,"Somewhat likely","TBD","TBD",135.198186536737
"18502",309696,"Somewhat likely","TBD","TBD",135.198186536737
"18503",309712,"Somewhat likely","TBD","TBD",87.6981865367368
"18504",309734,"Somewhat likely","TBD","TBD",134.364853203403
"18505",309743,"Unclear","TBD","TBD",141.03151987007
"18506",309829,"Somewhat likely","TBD","TBD",138.53151987007
"18507",309842,"Somewhat likely","TBD","TBD",131.03151987007
"18508",309843,"Somewhat likely","TBD","TBD",131.03151987007
"18509",309848,"Somewhat likely","TBD","TBD",135.198186536737
"18510",309852,"Somewhat likely","TBD","TBD",138.53151987007
"18511",309878,"Unclear","TBD","TBD",138.53151987007
"18512",309909,"Unlikely","TBD","TBD",142.698186536737
"18513",309910,"Somewhat likely","TBD","TBD",139.364853203403
"18514",309921,"Unclear","TBD","TBD",141.03151987007
"18515",309926,"Somewhat likely","TBD","TBD",134.364853203403
"18516",309948,"Unlikely","TBD","TBD",142.698186536737
"18517",309968,"Somewhat likely","TBD","TBD",139.364853203403
"18518",309969,"Somewhat likely","TBD","TBD",128.53151987007
"18519",309989,"Somewhat likely","TBD","TBD",126.864853203403
"18520",310017,"Somewhat likely","TBD","TBD",136.03151987007
"18521",310035,"Unclear","TBD","TBD",140.198186536737
"18522",310045,"Somewhat likely","TBD","TBD",139.364853203403
"18523",310152,"Unclear","TBD","TBD",141.864853203403
"18524",310163,"Somewhat likely","TBD","TBD",132.698186536737
"18525",310170,"Somewhat likely","TBD","TBD",137.698186536737
"18526",310174,"Somewhat likely","TBD","TBD",59.3648532034034
"18527",310176,"Somewhat likely","TBD","TBD",116.864853203403
"18528",310184,"Unclear","TBD","TBD",138.53151987007
"18529",310187,"Somewhat likely","TBD","TBD",130.198186536737
"18530",310207,"Somewhat likely","TBD","TBD",136.03151987007
"18531",310223,"Somewhat likely","TBD","TBD",136.864853203403
"18532",310233,"Unlikely","TBD","TBD",142.698186536737
"18533",310321,"Somewhat likely","TBD","TBD",141.03151987007
"18534",310332,"Somewhat likely","TBD","TBD",134.364853203403
"18535",310360,"Somewhat likely","TBD","TBD",139.364853203403
"18536",310373,"Somewhat likely","TBD","TBD",136.864853203403
"18537",310386,"Unclear","TBD","TBD",141.03151987007
"18538",310393,"Somewhat likely","TBD","TBD",139.364853203403
"18539",310410,"Somewhat likely","TBD","TBD",132.698186536737
"18540",310470,"Unclear","TBD","TBD",138.53151987007
"18541",310475,"Unclear","TBD","TBD",139.364853203403
"18542",310567,"Somewhat likely","TBD","TBD",139.364853203403
"18543",310606,"Unclear","TBD","TBD",141.864853203403
"18544",310608,"Unclear","TBD","TBD",141.03151987007
"18545",310611,"Likely","TBD","TBD",140.198186536737
"18546",310625,"Somewhat likely","TBD","TBD",140.198186536737
"18547",310647,"Somewhat likely","TBD","TBD",136.864853203403
"18548",310661,"Unclear","TBD","TBD",139.364853203403
"18549",310668,"Unclear","TBD","TBD",141.864853203403
"18550",310682,"Unclear","TBD","TBD",137.698186536737
"18551",310726,"Unlikely","TBD","TBD",142.698186536737
"18552",310776,"Unlikely","TBD","TBD",141.03151987007
"18553",310784,"Unlikely","TBD","TBD",141.864853203403
"18554",310800,"Somewhat likely","TBD","TBD",140.198186536737
"18555",310833,"Unclear","TBD","TBD",138.53151987007
"18556",310860,"Unclear","TBD","TBD",0
"18557",310898,"Unclear","TBD","TBD",140.198186536737
"18558",310899,"Unlikely","TBD","TBD",142.698186536737
"18559",310910,"Somewhat likely","TBD","TBD",55.1981865367368
"18560",310960,"Unclear","TBD","TBD",141.864853203403
"18561",310963,"Somewhat likely","TBD","TBD",141.864853203403
"18562",310973,"Unclear","TBD","TBD",97.6981865367368
"18563",311000,"Likely","TBD","TBD",51.0315198700701
"18564",311026,"Unlikely","TBD","TBD",142.698186536737
"18565",311051,"Unlikely","TBD","TBD",142.698186536737
"18566",311143,"Unlikely","TBD","TBD",142.698186536737
"18567",311174,"Unlikely","TBD","TBD",142.698186536737
"18568",311175,"Unlikely","TBD","TBD",142.698186536737
"18569",311216,"Unlikely","TBD","TBD",142.698186536737
"18570",311250,"Unclear","TBD","TBD",141.864853203403
"18571",311251,"Unclear","TBD","TBD",141.864853203403
"18572",311253,"Unclear","TBD","TBD",141.864853203403
"18573",311255,"Unclear","TBD","TBD",139.364853203403
"18574",311257,"Unclear","TBD","TBD",136.864853203403
"18575",311272,"Unlikely","TBD","TBD",142.698186536737
"18576",311280,"Somewhat likely","TBD","TBD",141.864853203403
"18577",311286,"Unclear","TBD","TBD",141.864853203403
"18578",311292,"Unlikely","TBD","TBD",142.698186536737
"18579",311300,"Unclear","TBD","TBD",141.864853203403
"18580",311302,"Unclear","TBD","TBD",141.864853203403
"18581",311304,"Unlikely","TBD","TBD",142.698186536737
"18582",311329,"Somewhat likely","TBD","TBD",0
"18583",311356,"Unlikely","TBD","TBD",142.698186536737
"18584",311366,"Unlikely","TBD","TBD",142.698186536737
"18585",311378,"Unlikely","TBD","TBD",142.698186536737
"18586",311384,"Unclear","TBD","TBD",141.864853203403
"18587",311390,"Unlikely","TBD","TBD",142.698186536737
"18588",311419,"Unlikely","TBD","TBD",142.698186536737
"18589",311421,"Unclear","TBD","TBD",52.6981865367368
"18590",311447,"Unlikely","TBD","TBD",142.698186536737
"18591",311500,"Unclear","TBD","TBD",141.864853203403
"18592",311539,"Unclear","TBD","TBD",141.03151987007
"18593",311541,"Unlikely","TBD","TBD",142.698186536737
"18594",311551,"Unlikely","TBD","TBD",142.698186536737
"18595",311567,"Unlikely","TBD","TBD",142.698186536737
"18596",311582,"Unlikely","TBD","TBD",142.698186536737
"18597",311630,"Unclear","TBD","TBD",141.03151987007
"18598",311655,"Unlikely","TBD","TBD",142.698186536737
"18599",311708,"Unlikely","TBD","TBD",142.698186536737
"18600",311724,"Unlikely","TBD","TBD",142.698186536737
"18601",311735,"Unclear","TBD","TBD",140.198186536737
"18602",311781,"Unlikely","TBD","TBD",142.698186536737
"18603",254102,"Unlikely","TBD","TBD",142.698186536737
"18604",223398,"Unlikely","TBD","TBD",142.698186536737
"18605",253564,"Unlikely","TBD","TBD",142.698186536737
"18606",223345,"Unlikely","TBD","TBD",142.698186536737
"18607",230615,"Unlikely","TBD","TBD",142.698186536737
"18608",230080,"Unlikely","TBD","TBD",142.698186536737
"18609",253757,"Unlikely","TBD","TBD",142.698186536737
"18610",232310,"Unlikely","TBD","TBD",142.698186536737
"18611",311676,"Unlikely","TBD","TBD",142.698186536737
"18612",246598,"Unlikely","TBD","TBD",142.698186536737
"18613",241245,"Unlikely","TBD","TBD",142.698186536737
"18614",223417,"Unlikely","TBD","TBD",142.698186536737
"18615",248050,"Unlikely","TBD","TBD",142.698186536737
"18616",243063,"Unlikely","TBD","TBD",142.698186536737
"18617",246641,"Unlikely","TBD","TBD",142.698186536737
"18618",247988,"Unlikely","TBD","TBD",142.698186536737
"18619",242148,"Unlikely","TBD","TBD",142.698186536737
"18620",229302,"Unlikely","TBD","TBD",142.698186536737
"18621",250914,"Unlikely","TBD","TBD",142.698186536737
"18622",235628,"Unlikely","TBD","TBD",142.698186536737
"18623",246409,"Unlikely","TBD","TBD",142.698186536737
"18624",227240,"Unlikely","TBD","TBD",142.698186536737
"18625",245772,"Unlikely","TBD","TBD",142.698186536737
"18626",229563,"Unlikely","TBD","TBD",142.698186536737
"18627",253598,"Unlikely","TBD","TBD",142.698186536737
"18628",225454,"Unlikely","TBD","TBD",142.698186536737
"18629",235221,"Unlikely","TBD","TBD",142.698186536737
"18630",238628,"Unlikely","TBD","TBD",142.698186536737
"18631",227589,"Unlikely","TBD","TBD",142.698186536737
"18632",227737,"Unlikely","TBD","TBD",142.698186536737
"18633",239101,"Unlikely","TBD","TBD",142.698186536737
"18634",248101,"Unlikely","TBD","TBD",142.698186536737
"18635",249066,"Unlikely","TBD","TBD",142.698186536737
"18636",249669,"Unlikely","TBD","TBD",142.698186536737
"18637",220317,"Unlikely","TBD","TBD",142.698186536737
"18638",252284,"Unlikely","TBD","TBD",142.698186536737
"18639",220386,"Unlikely","TBD","TBD",142.698186536737
"18640",251442,"Unlikely","TBD","TBD",142.698186536737
"18641",228964,"Unlikely","TBD","TBD",142.698186536737
"18642",248599,"Unlikely","TBD","TBD",142.698186536737
"18643",248989,"Unlikely","TBD","TBD",142.698186536737
